added_at,track/album/type,track/duration_ms,track/popularity,track/explicit,playlist,track/album/name,track/artists/0/name,track/name,track/uri
time,discrete,continuous,continuous,discrete,discrete,string,string,string,string
2018-05-03 18:18:39,album,264957.0,32.0,false,playlist_7,Velcro Kid,Thomas Giles,Gazer (feat. Devin Townsend),spotify:track:4dsS8kKgN1QLjZPBtNgpnd
2018-05-22 09:25:04,album,96021.0,29.0,false,playlist_7,Prey (Original Game Soundtrack),Mick Gordon,The Experiment,spotify:track:4PO0M9d9Aqo12ezXFRmdFg
2018-05-22 09:25:13,album,149413.0,38.0,false,playlist_7,Prey (Original Game Soundtrack),Mick Gordon,Everything Is Going to Be Okay,spotify:track:5xF4RLMluqmNFKQZpqd55M
2018-05-22 09:26:31,album,146394.0,24.0,false,playlist_7,Prey (Original Game Soundtrack),Mick Gordon,No Gravity,spotify:track:4lqhUYSXqgcGjePtCXCInX
2018-05-22 09:27:37,album,202197.0,34.0,false,playlist_7,Prey (Original Game Soundtrack),Raphael Colantonio,Mind Games,spotify:track:41WsmkonuFoEd9U9EOS4m1
2019-01-02 19:15:12,album,194840.0,60.0,false,playlist_7,Dame Mais,Tropkillaz,Dame Mais,spotify:track:3IqI8boTYbqJKEybByt4T3
2019-01-02 19:15:27,album,279756.0,72.0,false,playlist_7,Pouca Pausa,Clau,Pouca Pausa,spotify:track:2odzriVVZBwYOiYJEj30tm
2019-03-18 13:33:05,album,240466.0,38.0,false,playlist_7,New Flesh,Priest,The Pit,spotify:track:3IHaUlCev0cyNJLHEf1jlh
2019-03-27 17:23:00,album,208972.0,56.0,false,playlist_7,TRILOGY,Carpenter Brut,Turbo Killer,spotify:track:10qbHF920zH5K8C8IcE5AL
2019-04-09 13:10:03,album,304880.0,46.0,false,playlist_7,Dangerous Days,Perturbator,"She Is Young, She Is Beautiful, She Is Next",spotify:track:2MBJZgztmtwcIsKXXwLxZI
2019-04-09 13:10:20,album,363706.0,47.0,false,playlist_7,Doomsday,Sonic Mayhem,Futureland,spotify:track:5UrCArd6UDDR2EPFOeWCxb
2019-04-09 13:10:24,album,214351.0,4.0,false,playlist_7,Trilogy,Carpenter Brut,Roller Mobster,spotify:track:4eiTSqoxOWExDu57OSQWgr
2019-04-09 13:10:30,album,232820.0,46.0,false,playlist_7,Behemoth,Gost,Genesee Avenue,spotify:track:5Wrd7eU7jcJPoZEU1Z26ow
2019-04-09 13:10:34,album,259834.0,53.0,false,playlist_7,The Shape,Dance With the Dead,Diabolic,spotify:track:68ngtC3pGiTjXcFwxYCJ7Z
2019-04-09 13:10:38,album,257490.0,52.0,false,playlist_7,Darkness,Daniel Deluxe,Darkness,spotify:track:539y2n1UYiM2gyYJKGNuuQ
2019-04-09 13:28:58,album,409000.0,56.0,false,playlist_7,Volume 1,Magic Sword,In The Face Of Evil,spotify:track:2bHpNAMEsB3Wc00y87JTdn
2019-04-09 13:29:06,album,267520.0,47.0,false,playlist_7,Streetwalker,Nightstop,Streetwalker,spotify:track:17unhA5Gnc1nLFdg3dKmuO
2019-04-10 18:14:38,album,268421.0,17.0,false,playlist_7,The Rabbit Hole,The Great Discord,Tell-Tale Heart,spotify:track:1mj87L1Bq4lsMvskI1jHQP
2018-03-23 20:23:19,album,212080.0,28.0,true,playlist_8,Lilith,Butcher Babies,Oceana,spotify:track:4zYTOBlMea1zloAJzTnxlS
2018-03-23 20:24:10,album,166773.0,29.0,false,playlist_8,Take It Like a Man,Butcher Babies,Igniter,spotify:track:4oxigLyUxXUmskduZPzaDG
2018-03-23 20:24:18,album,238053.0,28.0,false,playlist_8,Take It Like a Man,Butcher Babies,The Butcher,spotify:track:5uq5yjBJzneReMpKTJDWLw
2018-03-23 20:25:09,album,288773.0,16.0,false,playlist_8,新葬ラ謳,MUCC,幸せの終着 - 新,spotify:track:4okxtHbJHA8t1Hbojj9xr3
2018-03-23 20:26:30,album,281160.0,26.0,false,playlist_8,Take It Like a Man,Butcher Babies,Gravemaker,spotify:track:0Jt0CJbsg3qBqoUl8rYeNm
2018-03-23 20:26:46,album,186933.0,31.0,false,playlist_8,Lilith,Butcher Babies,The Huntsman,spotify:track:0N10gGHn8GYH8QYyFFnqRa
2018-03-23 20:27:15,album,207733.0,40.0,false,playlist_8,Lilith,Butcher Babies,Lilith,spotify:track:090jDNgdEVQEv4AsUANKSK
2018-03-23 20:29:50,album,506762.0,57.0,false,playlist_8,Doom (Original Game Soundtrack),Mick Gordon,Bfg Division,spotify:track:4COR2ZPEyUn0lsbAouRWxA
2018-03-23 20:30:59,album,189769.0,0.0,false,playlist_8,ROCKISDEAD,Dorothy,Dark Nights,spotify:track:3FOxQ6UYJOmJ1ynG17lw8V
2018-03-23 20:31:52,album,220520.0,15.0,false,playlist_8,Eleven Eleven,Dinosaur Pile-Up,Anxiety Trip,spotify:track:266sqFCEJ4Yx9CX6ppUgVW
2018-03-23 20:50:54,album,212946.0,39.0,false,playlist_8,Lilith,Butcher Babies,Headspin,spotify:track:2lxdChJ10PPvAbtDSEukZP
2018-04-09 19:14:07,album,252760.0,36.0,false,playlist_8,Prevail I,Kobra And The Lotus,TriggerPulse,spotify:track:0C24pXCtlYHY3Dibw1CCIK
2018-04-09 19:28:17,album,189878.0,34.0,false,playlist_8,Probot,Probot,I Am the Warlock (feat. Jack Black),spotify:track:3n3FKYskxltScdqTn6CJem
2018-04-09 19:38:54,album,230297.0,37.0,false,playlist_8,Djerv,Djerv,Headstone,spotify:track:5LOEyiFjmrvdnERadH4PkW
2018-04-26 19:15:14,album,216581.0,39.0,false,playlist_8,Euclid,Tanooki Suit,Lordvessel,spotify:track:5Q95r4NzE20g8RR4KxOdPh
2018-05-03 18:19:29,album,257106.0,0.0,false,playlist_8,International Blackjazz Society,Shining,The Last Stand,spotify:track:1b4KiV34TkjJzl6CIdD25E
2018-05-03 18:20:00,album,264390.0,32.0,false,playlist_8,No Good,Battle Tapes,No Good,spotify:track:1ihPzBSgs9MjgrtblFoiq6
2018-05-03 18:20:10,album,362386.0,29.0,false,playlist_8,A Fair Dream Gone Mad,In the Silence,Ever Closer,spotify:track:3onoNByv0GAAwzuxEkHFFZ
2018-05-03 18:22:10,album,241146.0,52.0,false,playlist_8,The Serenity of Suffering,Korn,Black Is The Soul,spotify:track:1wYXIhJXqlIAGS6sbzpTL6
2018-05-03 18:27:19,album,206439.0,33.0,false,playlist_8,Clearview,Poets of the Fall,Drama for Life,spotify:track:3YwQ4SKv3v1tFwL33TRgpU
2018-05-03 18:40:06,album,269080.0,21.0,false,playlist_8,Strangers,HOTEI,Kill to Love You,spotify:track:0AT2V9JRgXz5NK3P6O2pZp
2018-05-03 18:46:08,album,293241.0,33.0,false,playlist_8,Melancholia Hymns,Arcane Roots,Matter,spotify:track:436c1dOCTqHKQbgp4MEwVA
2018-05-03 19:02:41,album,191137.0,47.0,false,playlist_8,If I'm The Devil...,letlive.,A Weak Ago,spotify:track:3rY98pNrVY2OOacnbxbI0E
2018-05-09 10:08:48,album,183417.0,15.0,false,playlist_8,Elevation,We Are the Catalyst,Without Fear,spotify:track:1tOXCeXpDMuDLNHMmmFXTU
2018-05-09 10:08:48,album,242183.0,31.0,false,playlist_8,Elevation,We Are the Catalyst,Askja,spotify:track:77O75UxCuHqfK9uiQDoEYb
2018-05-10 19:57:41,album,256071.0,63.0,false,playlist_8,hometown,cleopatrick,hometown,spotify:track:2kFKIFc5RSTlhuGed6ZNZ7
2018-05-15 10:32:38,album,379746.0,42.0,false,playlist_8,Bloom,Caligula's Horse,Marigold,spotify:track:4I5NcGVjREt60IThG2GGu9
2018-05-15 10:33:02,album,332360.0,34.0,false,playlist_8,Bloom,Caligula's Horse,Rust,spotify:track:32snItNwFIFYVlDPQqC8yM
2018-05-22 09:30:59,album,363933.0,27.0,false,playlist_8,"The Tide, the Thief & River's End (Re-issue 2017)",Caligula's Horse,Dark Hair Down,spotify:track:3NYoc97ULcplGlU2CEV9AG
2018-05-22 09:31:26,album,931026.0,32.0,false,playlist_8,In Contact,Caligula's Horse,Graves,spotify:track:3cOwY51dJsHidrMFs3hczR
2018-10-23 19:28:11,album,282520.0,43.0,false,playlist_8,Black Gives Way To Blue,Alice In Chains,All Secrets Known,spotify:track:0vQDhuk73PvmaloRibUiQr
2018-10-23 19:28:11,album,237906.0,55.0,false,playlist_8,Black Gives Way To Blue,Alice In Chains,Check My Brain,spotify:track:2O2ii9OPZYh1NBXo9FtE0Y
2018-10-23 19:48:46,album,198080.0,31.0,true,playlist_8,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 2",Five Finger Death Punch,Cradle to the Grave,spotify:track:5C8IhksvjGqgamzSZGKZw3
2018-10-23 19:48:46,album,196333.0,17.0,true,playlist_8,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 2",Five Finger Death Punch,Matter of Time,spotify:track:3iIqVOBpF1nYvzm84UxiXZ
2018-10-23 19:48:46,album,247400.0,37.0,true,playlist_8,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 2",Five Finger Death Punch,House of the Rising Sun,spotify:track:15qZ8mGSNmqzITIVzCkvqb
2018-10-23 19:57:17,album,254013.0,2.0,false,playlist_8,LIEBE IST FÜR ALLE DA (SPECIAL EDITION),Rammstein,B********,spotify:track:3yc2Ok7sS5ONzyEhblrMBo
2018-10-23 19:57:34,album,205440.0,3.0,false,playlist_8,LIEBE IST FÜR ALLE DA (SPECIAL EDITION),Rammstein,LIEBE IST FüR ALLE DA,spotify:track:6OiLqyavvFFKOxln5TbpTV
2018-10-23 19:58:55,album,232666.0,47.0,false,playlist_8,MADE IN GERMANY 1995 - 2011 (SPECIAL EDITION),Rammstein,ROSENROT,spotify:track:4wvuBtCV9Vy6aEcwYrYmCc
2018-10-23 20:00:16,album,340626.0,0.0,false,playlist_8,The Stage,Avenged Sevenfold,Angels,spotify:track:4kL8wGehAFldF9gtWJF1jE
2018-10-23 20:00:27,album,221973.0,3.0,false,playlist_8,The Stage,Avenged Sevenfold,God Damn,spotify:track:67AwhpUrZfSLwK2ekFptmM
2018-10-23 20:02:10,album,310266.0,56.0,false,playlist_8,Black Widow,In This Moment,Big Bad Wolf,spotify:track:0QB98b4YFxtW4NQ9narHQM
2018-10-23 20:05:44,album,244318.0,21.0,false,playlist_8,Ego Kill Talent,Ego Kill Talent,Last Ride,spotify:track:4MYuqU9LuwW0r4iNFXVYEM
2018-10-23 20:05:44,album,189506.0,19.0,false,playlist_8,Ego Kill Talent,Ego Kill Talent,Sublimated,spotify:track:08tiBcNIXLShotCLaXO1GX
2018-10-23 20:05:44,album,217705.0,7.0,false,playlist_8,Ego Kill Talent,Ego Kill Talent,The Searcher,spotify:track:1EZuFDPgDJW6h8ol9ayPfk
2018-10-31 20:37:00,album,328386.0,57.0,false,playlist_8,Nightmare,Avenged Sevenfold,Danger Line,spotify:track:7pS3O75hJnthHr64tlpqPn
2018-10-31 20:37:00,album,315173.0,57.0,true,playlist_8,Nightmare,Avenged Sevenfold,Natural Born Killer,spotify:track:5o8OdhjVZSF2wCj7M8UpMN
2018-10-31 20:37:00,album,326813.0,65.0,false,playlist_8,Nightmare,Avenged Sevenfold,So Far Away,spotify:track:7Hr1Ignop7cymbE3FbOtXa
2018-10-31 20:37:00,album,281226.0,51.0,false,playlist_8,Nightmare,Avenged Sevenfold,Tonight the World Dies,spotify:track:1I5RmSqq96UQnjT9EKGMso
2018-10-31 20:37:00,album,656493.0,56.0,false,playlist_8,Nightmare,Avenged Sevenfold,Save Me,spotify:track:53jogSv23P6DFcOHcZrDs9
2018-11-07 17:12:00,album,313573.0,77.0,true,playlist_8,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,Killing In The Name,spotify:track:59WN2psjkt1tyaxjspN8fp
2018-11-07 17:12:19,album,318586.0,16.0,false,playlist_8,Superunknown (20th Anniversary),Soundgarden,Black Hole Sun,spotify:track:3ztCt91U2wGkDZuzbCwH6H
2018-11-07 17:12:30,album,200546.0,68.0,false,playlist_8,Phobia (Explicit Version),Breaking Benjamin,The Diary of Jane - Single Version,spotify:track:5pvJ59i7JxylN8VB24xdMs
2018-11-07 17:12:53,album,293960.0,75.0,false,playlist_8,Audioslave,Audioslave,Like a Stone,spotify:track:3YuaBvuZqcwN3CEAyyoaei
2018-11-07 17:13:10,album,304840.0,75.0,false,playlist_8,The Resistance,Muse,Uprising,spotify:track:4VqPOruhp5EdPBeR92t6lQ
2018-11-07 17:13:29,album,310346.0,65.0,false,playlist_8,Core,Stone Temple Pilots,Plush,spotify:track:3jJZVeExYzVYiV6Y9Fl3DX
2018-11-07 17:13:48,album,229960.0,68.0,false,playlist_8,Skid Row,Skid Row,18 and Life,spotify:track:0qgrrDnUUhyxpxbBznUnzg
2018-11-14 19:31:02,album,309306.0,43.0,false,playlist_8,Th1rt3en,Megadeth,Sudden Death,spotify:track:2DbEz7cLYTUu48o5D6iCP4
2018-11-14 19:31:02,album,255373.0,28.0,false,playlist_8,Th1rt3en,Megadeth,Millennium Of The Blind,spotify:track:0Jr8JBSt4ipAy2bwGyPrw9
2018-11-19 19:31:30,album,505532.0,47.0,false,playlist_8,St. Anger,Metallica,Some Kind Of Monster,spotify:track:4hjTm9cn9ZPwfKnbyW6frn
2018-11-19 19:31:30,album,313932.0,38.0,false,playlist_8,St. Anger,Metallica,Purify,spotify:track:7ucFoRbiHn7SOVfHFHRjbE
2018-11-19 19:31:30,album,527892.0,38.0,true,playlist_8,St. Anger,Metallica,All Within My Hands,spotify:track:61MvWKeLK4tjdSuuB8y8B8
2018-12-20 20:26:04,album,271625.0,6.0,false,playlist_8,Black Hole Sun,Scott Bradlee's Postmodern Jukebox,Black Hole Sun,spotify:track:1p45FzpjdhUK3iA05SrN2D
2018-12-20 20:26:15,album,196666.0,55.0,false,playlist_8,So No Forevis,Raimundos,Me lambe,spotify:track:76yjNTMsef12pt2OPmRW0U
2018-12-20 20:27:23,album,281581.0,0.0,false,playlist_8,Zero Hour,Diablo Blvd,Sing from the Gallows,spotify:track:7rfN8SUWxZSeaJFFzM6TP5
2018-12-20 20:28:42,album,242618.0,36.0,false,playlist_8,Cold World,Of Mice & Men,The Hunger,spotify:track:7n7vOMQgUkE6mvyxU4PVUm
2018-12-20 20:29:21,album,152186.0,34.0,false,playlist_8,The Boy Who Died Wolf,Highly Suspect,Postres,spotify:track:77NpdcM6UCELVwOOVqzu88
2019-03-08 13:45:34,album,317191.0,42.0,false,playlist_8,Delirium,Lacuna Coil,The House of Shame,spotify:track:3mEExxNbWKdTJImI7KTvU0
2019-03-13 14:27:24,album,299015.0,60.0,false,playlist_8,Losing My Life,Falling In Reverse,Losing My Life,spotify:track:6SeFPYWv9lIlSWanyEDYf5
2019-03-13 14:34:19,album,240493.0,39.0,false,playlist_8,FAKE DIVINE,HYDE,FAKE DIVINE,spotify:track:423ezgdkyIGwVrE02q5hMx
2019-03-13 17:33:48,album,191226.0,39.0,false,playlist_8,AFTER LIGHT,HYDE,AFTER LIGHT,spotify:track:0pMhyiOrQr6oir8DY2lBAK
2019-03-13 17:36:17,album,254030.0,25.0,false,playlist_8,Ark (Deluxe Edition),In Hearts Wake,Nomad,spotify:track:4PsT0F7EY48efAQ1HYQ0wp
2019-03-13 18:46:13,album,209813.0,50.0,false,playlist_8,MAD QUALIA (Japanese Version),HYDE,MAD QUALIA - Japanese Version,spotify:track:04K7XY6Ev4WiUVv2ysyw7b
2019-03-13 18:46:19,album,151496.0,31.0,false,playlist_8,No Redemption (Official DMC Devil May Cry Soundtrack),Combichrist,Age of Mutation,spotify:track:2SwW5a71vQZa16HCZyl9rk
2019-03-13 19:07:49,album,288493.0,38.0,false,playlist_8,Making Monsters,Combichrist,Never Surrender,spotify:track:2C6doYBvhQSYclTqpl5oJF
2019-03-18 12:43:18,album,365479.0,34.0,false,playlist_8,Silent Hill - Homecoming (Konami Original Game Soundtrack),Mary Elizabeth McGlynn,One More Soul to the Call,spotify:track:6nyEo8xc3yInahK4dxS8QP
2019-03-18 12:43:52,album,196205.0,20.0,false,playlist_8,Silent Hill Origins (Konami Original Game Soundtrack),Mary Elizabeth McGlynn,Blow Back,spotify:track:1aEL7VJYBnruX24rmQUgnT
2019-03-18 12:43:52,album,192522.0,26.0,false,playlist_8,Silent Hill - Shattered Memories (Konami Original Game Soundtrack),Mary Elizabeth McGlynn,When You’re Gone,spotify:track:4dTXuXfI4u91uIB3QZYqfv
2019-03-18 12:43:52,album,245551.0,25.0,false,playlist_8,Silent Hill - Shattered Memories (Konami Original Game Soundtrack),Mary Elizabeth McGlynn,Acceptance,spotify:track:0dX7idX80Cc1967CDTySBs
2019-03-18 12:43:52,album,266031.0,24.0,false,playlist_8,Silent Hill Origins (Konami Original Game Soundtrack),Mary Elizabeth McGlynn,O.r.t.,spotify:track:0Y8K3VOqUEOm1ciD1Gzk2Z
2019-03-18 12:43:52,album,340662.0,28.0,false,playlist_8,Silent Hill - Shattered Memories (Konami Original Game Soundtrack),Mary Elizabeth McGlynn,Hell Frozen Rain,spotify:track:5XKMBzWzALaSS9UtPMd5ir
2019-03-18 12:43:52,album,242155.0,26.0,false,playlist_8,Silent Hill Origins (Konami Original Game Soundtrack),Mary Elizabeth McGlynn,Shot Down in Flames,spotify:track:1BAAmnJ2Ei5fCXAZjBQRY1
2019-03-18 12:43:52,album,250958.0,21.0,false,playlist_8,Silent Hill Origins (Konami Original Game Soundtrack),Mary Elizabeth McGlynn,Hole in the Sky,spotify:track:7gcLA8dBxqF4B9OfW9EYxZ
2019-03-18 12:43:52,album,278413.0,22.0,false,playlist_8,Silent Hill - Homecoming (Konami Original Game Soundtrack),Akira Yamaoka,This Sacred Line,spotify:track:4EOF63CyjLoWVee0sndqpW
2019-03-18 12:45:44,album,405212.0,64.0,false,playlist_8,Devil Trigger,Casey Edwards,Devil Trigger,spotify:track:7I8MCiM3A4xvnM6zIiuMZn
2019-03-18 12:45:44,album,289095.0,50.0,false,playlist_8,Crimson Cloud,Jeff Rona,Crimson Cloud,spotify:track:0Uiqplbhwnvl9txEppdWJv
2019-03-18 12:45:44,album,318160.0,3.0,false,playlist_8,Devil May Cry Sound Box (Original Game Soundtrack),Tetsuya Shibata,Devils Never Cry (Staff Roll),spotify:track:2ldX63XMX8R8ENHT4OZiBH
2019-03-18 12:45:44,album,298106.0,2.0,false,playlist_8,Devil May Cry 4 (Original Game Soundtrack),Tetsuya Shibata,Shall Never Surrender (End Credits),spotify:track:51AjJaDJYIZCq234ycrm2a
2019-03-18 12:47:27,album,269533.0,63.0,false,playlist_8,Magma,Gojira,Stranded,spotify:track:60fUDmIWuKhngaeBIVhqIV
2019-03-18 12:49:30,album,268582.0,45.0,false,playlist_8,Outlier,Twelve Foot Ninja,One Hand Killing,spotify:track:7lt4K9LqL1KgBgxl6Ly3Ud
2019-03-18 13:02:28,album,255222.0,29.0,false,playlist_8,The Rabbit Hole,The Great Discord,The Red Rabbit,spotify:track:5o6z2MBmQ9W1OhEycizdW5
2019-03-18 13:09:41,album,362092.0,57.0,false,playlist_8,Meliora,Ghost,Cirice,spotify:track:3ZXZ9RMsznqgyHnyq0K5FL
2019-03-18 13:11:18,album,312722.0,45.0,false,playlist_8,II: Grasp of the Undying,Pentakill,Cull,spotify:track:7wrQTNa4QpmntbA8N0IDAn
2019-03-18 13:17:53,album,300777.0,41.0,false,playlist_8,The Last Hero,Alter Bridge,Island Of Fools,spotify:track:3PwKYa2i1d4rQ0eZUhKQzj
2019-03-18 13:30:13,album,364640.0,45.0,false,playlist_8,Hail the Apocalypse,Avatar,Bloody Angel,spotify:track:2cQkslUQT9nyvmMNTftd4S
2019-03-18 13:35:45,album,182500.0,39.0,false,playlist_8,Lo Air,Dead Poet Society,Lo Air,spotify:track:3cxr1nDPXbUgSw2vfHvs2h
2019-03-18 13:37:51,album,349960.0,11.0,false,playlist_8,period,Girugamesh,period,spotify:track:1tXP07p1dsSu7v5kK6DZnu
2019-03-18 13:44:12,album,387975.0,31.0,false,playlist_8,Continue?,Powerglove,Kraid's Lair,spotify:track:6mbzP1DCc2wz4DjwJ6AaZT
2019-03-18 13:47:41,album,404199.0,28.0,false,playlist_8,The Hydra's Tailor,Deadly Circus Fire,House Of Plagues,spotify:track:0JE3kUQokMDdBFL72BYZgW
2019-03-18 13:50:58,album,257734.0,58.0,false,playlist_8,Doom (Original Game Soundtrack),Mick Gordon,Rip & Tear,spotify:track:5soMJpcVhSrGrB4prvPL6P
2019-03-18 13:57:21,album,264501.0,37.0,false,playlist_8,Mesmer (Deluxe Edition),Northlane,Citizen - Instrumental,spotify:track:696eNRIkeGk04kvkiRRY47
2019-03-18 14:18:37,album,259469.0,33.0,false,playlist_8,Shapes,Constructs,Signals,spotify:track:0CLjhpOb402D7U4vqFZCFH
2019-03-18 14:30:20,album,162666.0,68.0,false,playlist_8,Celebrity Skin,Hole,Celebrity Skin,spotify:track:2V4Bc2I962j7acQj1N0PiQ
2019-03-18 14:32:52,album,139986.0,18.0,false,playlist_8,Women With Attitude,The Runaways,Cherry Bomb,spotify:track:6CdR5Zu0bpP03XjpNycbaa
2019-03-18 14:36:34,album,140480.0,52.0,false,playlist_8,Elastica,Elastica,Connection,spotify:track:53LZqMzQEnjBkFXPqOq0cD
2019-03-18 18:48:35,album,186066.0,67.0,true,playlist_8,Life,Dope,Die MF Die,spotify:track:5bU4KX47KqtDKKaLM4QCzh
2019-03-18 18:54:46,album,315986.0,36.0,false,playlist_8,Perils Of The Deep Blue,Sirenia,My Destiny Coming To Pass,spotify:track:6p2iiGV6iIqFdFrPz1Ktbx
2019-03-18 18:56:28,album,179240.0,62.0,false,playlist_8,Breaking The Model,New Medicine,Fire Up The Night,spotify:track:0R7KP4GlUebdefGw2Sw9eh
2019-03-18 18:59:38,album,222666.0,39.0,false,playlist_8,Black Out The Sun,Sevendust,Murder Bar,spotify:track:1vo1kaYzGxtq5uGVyzos9E
2019-03-18 19:03:07,album,193880.0,49.0,false,playlist_8,Dark Adrenaline,Lacuna Coil,Trip the Darkness,spotify:track:071qZ9lL7h6ULW1WNgQjE3
2019-03-18 19:16:19,album,205626.0,35.0,false,playlist_8,Eye of Providence,The Agonist,Gates of Horn and Ivory,spotify:track:3DypApeEr6V617nb37He9F
2019-03-18 19:26:57,album,202306.0,56.0,false,playlist_8,The Strange Case of... (Deluxe),Halestorm,Mz. Hyde,spotify:track:78mjaBatbfvwx5KJwI036H
2019-03-18 19:40:05,album,192386.0,35.0,false,playlist_8,WHO’S GONNA SAVE US,HYDE,WHO'S GONNA SAVE US,spotify:track:1cpkLUS6ZOD7u8AJuD4YUU
2019-03-18 19:43:46,album,248053.0,64.0,true,playlist_8,Tenacious D,Tenacious D,Tribute,spotify:track:6crBy2sODw2HS53xquM6us
2019-03-18 19:54:59,album,165697.0,59.0,false,playlist_8,The Pick Of Destiny,Tenacious D,The Metal,spotify:track:3pYKJaLiixRcDFfcNhxZKK
2019-03-19 13:02:38,album,235653.0,58.0,false,playlist_8,Light Me Up,The Pretty Reckless,Make Me Wanna Die,spotify:track:0KGIbrNYktDXYyHopcDI2L
2019-03-19 13:07:55,album,224106.0,0.0,false,playlist_8,The Open Door,Evanescence,Lithium,spotify:track:4K8KWU9Nd3QCAiAWAKpjjS
2019-03-19 13:12:06,album,198762.0,58.0,false,playlist_8,Monster,Paramore,Monster - Transformers Soundtrack Version,spotify:track:04BSvYghzdxjSJNpee36er
2019-03-19 13:36:27,album,176160.0,38.0,false,playlist_8,Flyleaf,Flyleaf,I'm So Sick,spotify:track:6znbTbavmg6c6mrWK81GqQ
2019-03-19 13:47:19,album,226400.0,57.0,false,playlist_8,Absolute Garbage,Garbage,Only Happy When It Rains,spotify:track:0c1iL21nLuQNZTWiijOZUG
2019-03-19 13:57:12,album,207586.0,2.0,false,playlist_8,Blood,In This Moment,Blood,spotify:track:308BpHy6evPQz9hSPpSLNf
2019-03-19 14:01:25,album,245573.0,56.0,false,playlist_8,Karmacode,Lacuna Coil,Enjoy the Silence,spotify:track:71KtwiEpzcn9WxwlaS7ZJY
2019-03-19 14:15:13,album,239213.0,34.0,false,playlist_8,Delirium,Lacuna Coil,Broken Things,spotify:track:71xXyCmzYGQS1B6eF6U0pg
2019-03-19 14:27:29,album,236266.0,40.0,true,playlist_8,Delirium,Lacuna Coil,My Demons,spotify:track:31B9r2N9vAqhHciZanfucd
2019-03-19 20:17:20,album,261506.0,19.0,false,playlist_8,Prevail II,Kobra And The Lotus,Losing My Humanity,spotify:track:5SAL0TJDz3EXn4ByipLndJ
2019-03-19 20:18:40,album,263986.0,14.0,false,playlist_8,Prevail I,Kobra And The Lotus,You Don't Know,spotify:track:6ubp7SmSZDkJiII5F6jQCc
2019-03-19 20:20:19,album,299820.0,55.0,false,playlist_8,Black Widow,In This Moment,Sick Like Me,spotify:track:76AYOdnKWcSLviCsKDXyS1
2019-03-19 20:20:51,album,238013.0,51.0,false,playlist_8,Ritual,In This Moment,River of Fire,spotify:track:1HNRXicnRXw34nouoSQi3c
2019-03-19 20:20:59,album,244773.0,67.0,false,playlist_8,As Daylight Dies (Special Edition),Killswitch Engage,My Curse,spotify:track:6zKF4293k44ItKWJJgrhXv
2019-03-19 20:24:10,album,272440.0,71.0,false,playlist_8,Mutter,Rammstein,Sonne,spotify:track:3gVhsZtseYtY1fMuyYq06F
2019-03-19 20:24:21,album,261680.0,45.0,true,playlist_8,Sevas Tra,Otep,Battle Ready,spotify:track:7J9tkRgN26YmIHXl4fnVlp
2019-03-19 20:24:49,album,239200.0,40.0,false,playlist_8,Smash The Control Machine,Otep,"Rise, Rebel, Resist",spotify:track:5OzH78l5I2ztipL0r8NaOK
2019-03-19 20:27:44,album,263053.0,36.0,true,playlist_8,The Ascension,Otep,Ghostflowers,spotify:track:55I6kGwBh5Dymqtn0Txi1Q
2019-03-19 20:27:49,album,243893.0,39.0,true,playlist_8,Sevas Tra,Otep,Blood Pigs,spotify:track:5t4raLj2HuARdxKoDefT57
2019-03-19 20:28:29,album,223546.0,36.0,false,playlist_8,Smash The Control Machine,Otep,Smash the Control Machine,spotify:track:4wARWUOGya1Q9ldbPzdcrf
2019-03-19 20:28:35,album,259279.0,33.0,true,playlist_8,The Ascension,Otep,Crooked Spoons,spotify:track:2ybo43ThZJZJMfFdjgkrCK
2019-03-19 20:33:18,album,224546.0,41.0,false,playlist_8,Lullabies Of The Dormant Mind,The Agonist,"Thank You, Pain",spotify:track:0DNqmTzg21AVqL4WFDZ9OT
2019-03-19 20:36:04,album,230769.0,21.0,false,playlist_8,Terra,Johari,In the Garden of Beasts,spotify:track:7ivt9fj1WBFTIOrdDegwmz
2019-03-20 13:23:28,album,210067.0,27.0,false,playlist_8,Heart,The Great Discord,Heart,spotify:track:6W6v8YnNcuYpIKQs3PBef3
2019-03-20 13:45:32,album,220000.0,31.0,false,playlist_8,The Rabbit Hole,The Great Discord,Omen,spotify:track:6CNECL0qynClheFnYBdfvc
2019-03-20 13:47:26,album,318750.0,30.0,false,playlist_8,Echoes,The Great Discord,Ephemeral (Radio Edit),spotify:track:1KvlZQ64H7HWeGb3jGzLzT
2019-03-20 13:48:29,album,250181.0,29.0,false,playlist_8,Army of Me,The Great Discord,Army of Me,spotify:track:7tdvDVIsMhnCnNVgUIPySq
2019-03-20 14:01:37,album,246750.0,20.0,false,playlist_8,The Rabbit Hole,The Great Discord,Noire,spotify:track:4emfh95cQIALVrEraoPrkn
2019-03-20 14:08:14,album,231461.0,18.0,false,playlist_8,The Rabbit Hole,The Great Discord,Cadence,spotify:track:66AkYibFf7JMBpz0AZ9kSQ
2019-03-20 14:08:34,album,211457.0,17.0,false,playlist_8,The Rabbit Hole,The Great Discord,Gadget,spotify:track:3k9A6DulALNVTURNddIUwh
