energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,music_features,uri
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,string
,,,,,,,,,,,,class,meta
0.621,0.162,81.946,0.25,0.0802,0.0,4.0,0.697,9.0,193296.0,-6.886,0.721,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2sLwPnIP3CUVmIuHranJZU
0.658,0.102,130.276,0.0661,0.195,0.0,4.0,0.435,8.0,269787.0,-8.179,0.184,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5prTs2HAw2G4idHZyeFp8o
0.749,0.545,119.961,0.0444,0.00226,0.509,4.0,0.47,10.0,64250.0,-10.088,0.715,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0YcHWrfDttIVmX6CwKe9wt
0.8,0.113,112.055,0.0572,0.372,0.00553,4.0,0.638,7.0,251489.0,-12.077,0.569,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4RvWPyQ5RL0ao9LPZeSouE
0.629,0.271,153.119,0.0363,0.128,0.0,4.0,0.574,2.0,300107.0,-8.815,0.786,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY
0.484,0.177,85.518,0.0726,0.0706,0.0,4.0,0.779,10.0,236093.0,-6.585,0.761,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7hpGGPTNTgdmyjtudEmLfX
0.662,0.248,121.154,0.0333,0.165,0.0,4.0,0.383,2.0,298760.0,-5.162,0.138,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:225xvV8r1yKMHErSWivnow
0.525,0.296,130.218,0.0344,0.126,0.0,4.0,0.677,4.0,255093.0,-6.429,0.664,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2OeSwSbwlmn9u8SsutfxPO
0.86,0.0728,158.533,0.0389,0.0034,0.0229,4.0,0.506,10.0,333507.0,-9.586,0.895,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7u9Vkw4xWtGNjao5uz3fJV
0.626,0.244,92.351,0.0618,0.647,0.0,4.0,0.593,5.0,128280.0,-8.93,0.877,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2PQxqXhXOmHDgB10qHTRAG
0.92,0.0907,144.009,0.0331,0.000472,0.687,4.0,0.493,10.0,184000.0,-6.39,0.804,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0fkgNje097R3eszeV59iTI
0.496,0.0449,138.791,0.0597,0.501,3.07e-06,4.0,0.834,0.0,276493.0,-13.653,0.944,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ
0.825,0.152,129.168,0.0324,0.355,0.000932,4.0,0.621,7.0,148093.0,-6.005,0.886,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4njseCGxWeZUksjhrqkleT
0.573,0.114,76.193,0.0275,0.578,3.05e-06,4.0,0.457,5.0,238560.0,-3.866,0.0992,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3TCauNPqFiniaYHBvEVoHG
0.946,0.368,185.967,0.36,0.158,0.0,4.0,0.536,5.0,286267.0,-3.002,0.779,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6RUpJeXT6U4SPEafnr9Wr7
0.98,0.084,136.087,0.0469,0.169,0.982,4.0,0.539,11.0,225373.0,-8.18,0.522,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:24CXuh2WNpgeSYUOvz14jk
0.68,0.107,125.038,0.0283,0.0839,0.0,4.0,0.655,5.0,251681.0,-5.378,0.307,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2Chp7k576d36E8BsrnQThB
0.591,0.408,87.016,0.263,0.0072,0.0,4.0,0.728,10.0,229435.0,-9.677,0.618,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5qQ2Bnai4C9NQ1vWBl7yeX
0.798,0.0681,76.956,0.0662,0.00269,0.138,4.0,0.575,2.0,260975.0,-7.194,0.162,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1utjKRucyp1qt6wOQrEqy6
0.976,0.217,152.972,0.199,0.00161,0.906,4.0,0.624,7.0,235294.0,-4.149,0.682,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0qwHWV9v97T58RRqGsZMGO
0.651,0.204,129.939,0.0881,0.0233,0.0324,4.0,0.606,3.0,242925.0,-8.272,0.472,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:13ZsIACMHaWi8F1va20QZW
0.597,0.39,134.951,0.299,0.000545,0.545,4.0,0.702,7.0,202667.0,-15.3,0.576,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:21mcrptEh7yxHKIN869yHk
0.957,0.288,173.938,0.305,0.0337,0.0,4.0,0.543,5.0,205507.0,-0.184,0.243,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2lKjHE4eSS4LAxan214Zpr
0.955,0.0956,135.361,0.0352,0.000113,0.709,4.0,0.177,7.0,230067.0,-4.782,0.214,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1AZOc4qG2YH78ggqDrMBkd
0.84,0.367,136.136,0.0489,0.358,0.000239,4.0,0.324,1.0,227627.0,-7.31,0.576,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2ZBalNGwjqdKJd29O76wBV
0.411,0.165,171.713,0.0397,0.646,0.858,5.0,0.583,7.0,53880.0,-10.031,0.948,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7vBovQzO1Vo1lQLL994Vr4
0.479,0.0604,100.114,0.0649,0.2,6.54e-06,4.0,0.631,5.0,142160.0,-10.449,0.944,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3SpS1BPw4D6eXDVyTDRZ3b
0.588,0.0904,125.014,0.0432,0.0688,0.00432,4.0,0.816,9.0,100013.0,-12.703,0.564,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0UjGhrN0sq9ElismrIPKMu
0.779,0.39,119.96,0.0303,0.166,0.0,4.0,0.689,4.0,224165.0,-7.667,0.731,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2P6lURS2y0Hbks1hnHfm6G
0.937,0.0966,149.744,0.0618,0.0137,0.0,4.0,0.588,9.0,348987.0,-5.435,0.775,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3oYxYV6cFaSRwgBpjXzhvS
0.327,0.15,107.894,0.0317,0.732,0.00103,3.0,0.388,5.0,140333.0,-12.522,0.222,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2pp3RfqX5cb1BAnmNi4Nej
0.887,0.186,122.528,0.0349,0.0665,0.000179,4.0,0.52,0.0,250627.0,-3.296,0.793,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7qQnBfwXrw2tZNFG4Uf57N
0.659,0.153,119.825,0.0675,0.781,0.0,4.0,0.677,1.0,97360.0,-6.844,0.962,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:47Y7PT6z2rvcaDrkO6X3iq
0.808,0.517,143.04,0.101,0.181,0.0,4.0,0.788,8.0,302000.0,-4.77,0.844,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3kZoay4ANo86ehb6s4RwS9
0.956,0.309,170.351,0.0995,0.0191,0.182,4.0,0.563,8.0,188473.0,-8.465,0.562,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4VLm5ZWv59dYHP8bhbkWAG
0.899,0.258,129.993,0.043,0.0649,0.0,4.0,0.694,2.0,195582.0,-4.815,0.392,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5TJqqIIE8K7RpxhBUGiuM8
0.422,0.246,107.146,0.383,0.592,0.0,4.0,0.543,4.0,204370.0,-12.243,0.527,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0K9n8TBThz4xNAkF1eIlB6
0.83,0.354,90.029,0.0369,0.00762,2.79e-05,4.0,0.666,0.0,305200.0,-5.67,0.886,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1aCMg6cmE6wPaIl719QuE8
0.977,0.0616,150.008,0.178,0.526,0.00196,4.0,0.794,10.0,303133.0,-5.637,0.687,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:131yybV7A3TmC34a0qE8u8
0.779,0.101,150.983,0.27,0.00127,1.13e-05,4.0,0.783,8.0,119205.0,-8.116,0.505,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5f7Ugr3GGBdBcIc1McjGvr
0.844,0.306,149.927,0.0353,0.00131,0.442,4.0,0.725,6.0,129600.0,-10.401,0.7,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7nT99YzbayQq6WyBZFP6PW
0.927,0.487,102.426,0.106,0.0516,0.0,4.0,0.298,1.0,722324.0,-3.404,0.439,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0fTQdOS8FucxBQilLTp2ha
0.817,0.303,128.025,0.0561,0.0304,0.254,4.0,0.681,11.0,144386.0,-4.834,0.785,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2YorpKjHKhDBD0QOuucIrA
0.449,0.0863,184.814,0.104,0.91,0.0012,4.0,0.453,0.0,191733.0,-11.825,0.708,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3zpbWaTHZutGOjT4S4CuUq
0.529,0.654,141.763,0.498,0.896,0.0,4.0,0.78,2.0,237053.0,-9.549,0.966,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3QxgOiZSkuyq7hALKV3fJa
0.582,0.095,144.034,0.188,0.152,1.42e-05,4.0,0.838,7.0,129053.0,-8.386,0.922,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:37lkRWctThyatt4bogYJYZ
0.275,0.0975,71.53,0.032,0.988,0.0361,5.0,0.268,5.0,160693.0,-13.938,0.284,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6suDwyuHm9aTkEGEd5FSNf
0.926,0.592,127.147,0.0646,0.0199,0.0,4.0,0.537,5.0,187360.0,-3.868,0.486,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:74inHQGjQj6w630tZ9wb2J
0.9,0.14,151.274,0.0545,0.00539,4.09e-05,4.0,0.525,2.0,163240.0,-6.815,0.883,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7lSDCrF11sdTVfjbAQVZE8
0.77,0.235,85.996,0.0434,0.0332,0.0,4.0,0.531,11.0,255907.0,-7.205,0.504,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1FsH6OZCKLWbBgqj8JcCvO
0.87,0.145,125.943,0.0452,0.0283,6.3e-06,4.0,0.674,5.0,231653.0,-4.688,0.26,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3rDFqo8yv93PtTmdOYOPzX
0.972,0.308,130.023,0.0372,4.48e-05,0.626,4.0,0.534,0.0,188400.0,-4.309,0.943,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1Qf8YGAWyajekT32SDCpbB
0.64,0.124,105.981,0.0336,0.29,0.00593,4.0,0.68,1.0,322267.0,-6.691,0.738,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2inSaXfDWLkOfwYPZItoBw
0.998,0.047,164.75,0.104,0.0438,0.245,4.0,0.648,6.0,176280.0,-3.085,0.81,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:27KdlmrQh08xsorFR7aFov
0.969,0.0705,130.094,0.0414,0.175,0.0,4.0,0.812,0.0,213960.0,-3.844,0.667,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1OgEMobOHxmuSEECKrT4yx
0.97,0.0721,149.071,0.0786,0.0344,0.0,4.0,0.645,6.0,220178.0,-4.947,0.391,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3fnUvzulzK4SZGl5o1hgqx
0.267,0.141,76.848,0.362,0.796,0.0,4.0,0.643,8.0,183333.0,-13.198,0.846,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3hf8kPNd48tcmO5zMtQ6aB
0.885,0.255,151.883,0.0504,0.00999,4.59e-06,4.0,0.421,10.0,187558.0,-6.009,0.584,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2fzp6ojPHvZaz4uHXxpJVk
0.293,0.177,168.984,0.0303,0.817,0.0,3.0,0.245,4.0,161373.0,-10.361,0.344,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5KG2ahk1cONbHvg3dBdTbx
0.969,0.39,128.007,0.0582,0.259,0.000162,4.0,0.822,7.0,283748.0,-11.471,0.765,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:08VeSelC8QYD1MIsK9gAmY
0.646,0.0792,122.073,0.039,0.0294,0.0343,4.0,0.426,10.0,126653.0,-8.048,0.263,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:10ecV5dPqa4XJOtVQRqYSX
0.934,0.0639,140.002,0.0503,8.04e-05,0.823,4.0,0.513,4.0,148440.0,-5.967,0.72,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:063VEY0lRmBnoNEG4Sw0n7
0.878,0.0364,108.031,0.0667,0.737,0.79,4.0,0.775,0.0,63043.0,-14.621,0.98,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:72QScKYKjWtnv5yIQ5ZY55
0.7,0.215,128.001,0.046,0.00498,0.000125,4.0,0.711,1.0,211920.0,-4.805,0.801,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6mnjcTmK8TewHfyOp3fC9C
0.55,0.0737,80.001,0.262,0.0108,0.0,4.0,0.451,1.0,227960.0,-8.137,0.594,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2aIdVb8v9KTpEZnftkz2mD
0.416,0.111,131.952,0.0894,0.0324,0.0,4.0,0.771,0.0,246573.0,-8.188,0.218,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1Mp36AbVgpubAirlMV0qef
0.9,0.358,149.937,0.0482,6.79e-05,0.0,4.0,0.487,0.0,204000.0,-4.417,0.484,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:00Mb3DuaIH1kjrwOku9CGU
0.446,0.11,104.962,0.0388,0.813,0.000124,4.0,0.519,5.0,184493.0,-9.287,0.654,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0zRtBDhwtIFTfoK2HuURbM
0.873,0.354,148.075,0.128,0.0244,0.0,4.0,0.746,7.0,222093.0,-3.803,0.817,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2d8JP84HNLKhmd6IYOoupQ
0.61,0.159,131.037,0.085,0.0852,0.0188,4.0,0.675,1.0,253800.0,-13.811,0.344,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6t1FIJlZWTQfIZhsGjaulM
0.538,0.0865,113.521,0.0582,0.417,0.0,4.0,0.655,2.0,245507.0,-12.711,0.472,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1mSClObliRtgPVT399COQH
0.658,0.264,106.799,0.0472,0.648,3.14e-06,4.0,0.45,2.0,287307.0,-7.064,0.781,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0EMmVUYs9ZZRHtlADB88uz
0.851,0.405,128.103,0.0334,0.006,0.0242,4.0,0.554,6.0,196800.0,-10.526,0.96,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0BB9eUBBaaX6GALSYNcEp7
0.779,0.139,140.873,0.0325,0.0025,0.000347,4.0,0.668,9.0,245467.0,-11.089,0.963,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:648BMGrt98kUbLo24A4vgj
0.779,0.303,98.7,0.0412,0.0561,0.0905,4.0,0.702,5.0,351507.0,-12.267,0.949,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1vhNjOtmfgoGy4J6ijCUSS
0.706,0.0924,131.705,0.042,0.0752,0.0,4.0,0.688,2.0,192867.0,-7.925,0.842,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0TF3F5Lw5apoD1zvR8LikO
0.706,0.205,80.823,0.0461,0.234,0.000252,4.0,0.445,8.0,266720.0,-9.803,0.768,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:43DeSV93pJPT4lCZaWZ6b1
0.792,0.0437,155.588,0.0848,0.00349,0.00178,4.0,0.336,9.0,355304.0,-10.875,0.425,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3IOQZRcEkplCXg6LofKqE9
0.7,0.0828,188.386,0.047,0.011,0.00965,4.0,0.31,9.0,255493.0,-5.678,0.763,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:08mG3Y1vljYA6bvDt4Wqkj
0.789,0.108,101.984,0.242,0.113,0.0649,3.0,0.528,2.0,281143.0,-5.453,0.254,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:290t0W9FVMFx6GlU0Yppqq
0.983,0.183,179.906,0.149,0.000511,0.0,3.0,0.33,3.0,216581.0,-3.494,0.405,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5Q95r4NzE20g8RR4KxOdPh
0.626,0.0767,88.236,0.0452,0.0606,0.0,4.0,0.531,0.0,227693.0,-13.371,0.746,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0TaT50ZZxT4ytZxuqkE3A9
0.244,0.107,61.881,0.0374,0.401,0.0,4.0,0.562,9.0,251107.0,-14.068,0.0563,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0mHyWYXmmCB9iQyK18m3FQ
0.955,0.165,174.25,0.254,0.0558,1.07e-06,4.0,0.548,8.0,177027.0,-4.725,0.314,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0wlVropyv3VsqG5HepMfu2
0.912,0.0982,122.782,0.0363,0.551,0.00122,4.0,0.72,4.0,126947.0,-6.13,0.973,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6M14BiCN00nOsba4JaYsHW
0.933,0.362,129.963,0.065,5.3e-06,0.917,4.0,0.407,8.0,143219.0,-3.458,0.408,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4nhCqc9uMdOE0rZJSRtvBa
0.878,0.242,133.054,0.0498,0.519,0.0,4.0,0.61,8.0,178375.0,-5.436,0.758,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3TOGVJQaCQPE4J3JiSncwG
0.54,0.337,204.249,0.101,0.647,0.0,4.0,0.423,4.0,188625.0,-6.316,0.805,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6FhVYRYvcgLt9RhXIRnOJB
0.481,0.308,101.557,0.0304,0.637,0.0,4.0,0.571,4.0,250500.0,-6.036,0.767,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1z7WfPhK3OuTb72VB4mNZh
0.673,0.19,160.368,0.0672,0.709,0.0,4.0,0.416,0.0,243292.0,-5.591,0.844,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7tYsNENP5oTvDJpEq3ZCK5
0.927,0.324,96.95,0.293,0.0784,0.0,4.0,0.75,9.0,239507.0,-6.475,0.492,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7FNB2HW02lQF8UsFbLy7Ri
0.46,0.206,81.685,0.249,0.432,0.0,4.0,0.86,8.0,241187.0,-5.391,0.507,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3wT19ffv1fhFowqSupw1RU
0.855,0.68,156.311,0.186,0.0488,0.000681,4.0,0.559,5.0,209413.0,-5.077,0.605,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7hQJA50XrCWABAu5v6QZ4i
0.389,0.165,102.983,0.0301,0.772,0.44,4.0,0.566,7.0,182973.0,-11.345,0.26,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:62HY7V5hRKtfIZ7uCYqYqu
0.66,0.365,71.544,0.0839,0.198,0.0,4.0,0.611,11.0,246387.0,-5.883,0.583,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3XQY8kDjI8LARMIC9xkxQk
0.868,0.218,140.024,0.3,0.135,0.0,4.0,0.786,1.0,219333.0,-5.503,0.771,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2Zb7wnGUnNPCas2E0wWSQ5
0.0698,0.102,87.036,0.112,0.625,0.937,4.0,0.905,2.0,136620.0,-22.736,0.417,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7I31xQWQOO9bVYRkJumQIf
0.0507,0.0998,168.003,0.0875,0.972,0.0837,4.0,0.741,0.0,89130.0,-26.772,0.861,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2GcUHSdsEYYhH61csWR3wt
0.229,0.096,122.052,0.0854,0.888,0.583,4.0,0.952,2.0,67370.0,-17.005,0.74,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5nFNGhlyf0mmPar5w3I6JY
0.82,0.0378,117.035,0.0547,0.0335,0.872,4.0,0.759,2.0,257489.0,-7.748,0.965,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1Qfrgdb3t70qshkHpu15IB
0.117,0.114,95.99,0.0787,0.605,0.547,4.0,0.847,5.0,205140.0,-20.019,0.638,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3DaGnKmAAmyZGIbC0KjmxT
0.00457,0.0842,55.209,0.0397,0.982,0.748,4.0,0.277,2.0,206576.0,-30.769,0.0392,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:62nDQqCBjThMD22PVdoAzV
0.0036,0.105,83.039,0.0428,0.927,0.913,4.0,0.301,7.0,218384.0,-36.396,0.445,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:749pbtMYvWXfHhKED32i8K
0.851,0.0479,98.032,0.0388,0.0183,0.00116,4.0,0.626,10.0,210173.0,-5.386,0.923,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0LGV1KgV5eU3jytDEb3Sfx
0.978,0.193,140.018,0.104,0.0172,0.0717,4.0,0.666,11.0,192053.0,-5.106,0.691,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0lcamYchjAoGYH7Gee8kfK
0.974,0.41,142.049,0.052,0.00474,1.56e-05,4.0,0.635,8.0,196467.0,-5.373,0.495,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1eOHw1k2AoluG4VyjBHLzX
0.252,0.101,177.679,0.0301,0.8,0.0,4.0,0.395,0.0,264333.0,-13.589,0.126,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4LFwNJWoj74Yd71fIr1W8x
0.553,0.332,142.072,0.187,0.0563,0.0,4.0,0.852,1.0,205879.0,-7.286,0.656,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:27GmP9AWRs744SzKcpJsTZ
0.563,0.0681,185.056,0.163,0.184,0.0,4.0,0.687,2.0,212947.0,-6.214,0.112,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1Ser4X0TKttOvo8bgdytTP
0.945,0.396,189.931,0.124,0.00895,1.85e-06,4.0,0.316,4.0,235893.0,-3.169,0.32,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0COqiPhxzoWICwFCS4eZcp
0.975,0.13,129.987,0.12,1.65e-05,2.07e-06,4.0,0.524,11.0,92308.0,-3.871,0.306,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7KTE7ZJ1xod9cZpIzjrwSv
0.622,0.0954,70.512,0.308,0.000312,2.6e-06,4.0,0.65,6.0,261213.0,-9.188,0.589,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:20fq5GsWUPTmyWgaYCn9lR
0.341,0.345,118.958,0.0955,0.738,0.0,4.0,0.7,4.0,164933.0,-9.454,0.567,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7dUCFnaGSWLH6SdDP08NLP
0.286,0.0761,91.747,0.0439,0.525,0.915,4.0,0.117,11.0,158173.0,-19.59,0.0407,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:50csT5Qb2qOF7lHdDQ1Sbx
0.283,0.0411,98.881,0.0614,0.00649,0.0222,4.0,0.866,9.0,281815.0,-12.381,0.691,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5tdTQGPEaPH2B4TRpxLypg
0.93,0.112,109.997,0.0451,1.99e-06,0.587,4.0,0.553,11.0,197842.0,-5.691,0.895,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:21yxKhZ58bjwaOYPAFYk5b
0.864,0.132,128.024,0.0925,0.00118,0.0052,4.0,0.646,1.0,243984.0,-3.52,0.273,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3pG7GIgFgWL8XqosJFRZPQ
0.995,0.134,130.007,0.087,6.44e-05,0.137,4.0,0.479,2.0,150787.0,-4.047,0.197,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3PWdjvsWluCdbR6Jx3iAY8
0.939,0.346,79.987,0.0977,1.62e-05,0.000392,4.0,0.403,0.0,158760.0,-4.7,0.195,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:07Rp8YsrvHk0xmcBqWPz9x
0.748,0.369,145.22,0.393,0.0235,0.0,4.0,0.72,10.0,247867.0,-5.522,0.246,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:275a9yzwGB6ncAW4SxY7q3
0.916,0.109,66.893,0.316,0.000211,0.299,4.0,0.344,2.0,248178.0,-5.22,0.146,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0Bu75pBNS5pjDLWgfUKGrm
0.717,0.355,115.384,0.0335,0.0125,0.0536,4.0,0.779,6.0,240800.0,-9.7,0.789,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:300zfRaCgTmEm5Eqe3HqZZ
0.493,0.0973,125.019,0.146,0.0145,1.3e-06,4.0,0.863,6.0,199027.0,-8.388,0.198,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4Tzf1U3MWwHQosxyWTXJ1Y
0.672,0.158,111.996,0.0955,0.0186,0.0,4.0,0.757,0.0,251467.0,-6.524,0.382,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:40YcuQysJ0KlGQTeGUosTC
0.418,0.113,138.265,0.0338,0.163,0.00195,4.0,0.209,3.0,295533.0,-8.74,0.123,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q
0.786,0.248,191.729,0.0485,0.0681,0.000598,4.0,0.575,8.0,220814.0,-7.419,0.407,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:52UYhiKTPgLDgX9bd0gY2p
