energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,music_features,uri
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,string
,,,,,,,,,,,,class,meta
0.837,0.105,122.744,0.0326,0.0362,0.000191,4.0,0.551,0.0,250636.0,-5.364,0.839,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1K95m0tusqzkVum2PmzeIk
0.964,0.372,122.807,0.0553,0.0528,4.84e-06,4.0,0.53,0.0,223147.0,-2.571,0.823,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:61lqNlVRnWYiR9C7BDJw2l
0.825,0.0881,115.063,0.125,0.0564,0.0,4.0,0.744,10.0,219130.0,-4.991,0.565,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3HnFkC9aTzolocycUBonRZ
0.582,0.145,140.0,0.0534,0.000944,0.901,5.0,0.748,5.0,142341.0,-9.023,0.839,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6fa8A3f1G32mQmPYDqQn7a
0.624,0.46,122.756,0.156,0.12,0.0,4.0,0.77,0.0,76813.0,-8.357,0.534,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7qPlIgFSsb48lbRXmmi9NB
0.392,0.114,80.893,0.0276,0.424,1.1e-06,4.0,0.693,7.0,145680.0,-10.078,0.809,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1trQRrtJZYUjtHaPcvUrI7
0.232,0.406,118.039,0.0371,0.704,0.0,3.0,0.502,6.0,31307.0,-12.631,0.786,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4uV4XThmemS82EtXtqZYYs
0.555,0.202,94.948,0.0948,0.475,0.0,1.0,0.392,7.0,42707.0,-7.16,0.371,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6fIoS28hkZuzRQRlOQSHI9
0.718,0.117,93.159,0.0344,0.0125,0.0,4.0,0.568,4.0,90733.0,-7.14,0.64,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:63s9yeaNUCgmZOYp0ZH7k8
0.553,0.136,97.784,0.193,0.619,0.0,4.0,0.62,2.0,56053.0,-7.245,0.81,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7E1boGBVKRPqbHuEDXXZ7D
0.621,0.322,182.587,0.085,0.702,0.0,4.0,0.461,0.0,40573.0,-6.37,0.766,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5prDw2cMRS3OV1pL7EMxL7
0.877,0.0507,124.94,0.0539,2.13e-05,0.782,4.0,0.734,11.0,67947.0,-10.512,0.78,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0NDWLfNKoq6IJpgrFAN7W1
0.636,0.657,110.085,0.0362,0.0502,5.96e-06,4.0,0.634,0.0,32893.0,-8.509,0.609,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5RsYqAze38BY5vsfKBHr3e
0.22,0.321,76.578,0.031,0.72,0.141,4.0,0.262,7.0,140813.0,-13.66,0.334,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6qz8wrOej4MNian3TFofgD
0.844,0.0341,164.92,0.0719,0.018,0.887,4.0,0.723,10.0,35613.0,-8.684,1.0,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:56KyV36puztkiJ62ca3D1t
0.81,0.85,120.179,0.365,0.852,2.04e-06,4.0,0.687,0.0,44880.0,-6.997,0.825,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2qJv6Rs4pMUaFyVM0y6qhF
0.65,0.198,98.023,0.259,0.184,4.92e-05,4.0,0.93,0.0,199296.0,-6.896,0.403,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5cXtT63OTadsjqfRkm5Dwd
0.525,0.057,145.99,0.132,0.236,0.0,4.0,0.886,8.0,225205.0,-7.39,0.708,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0qy5D3OJre7SPJNMOL9I71
0.676,0.177,115.906,0.288,0.073,0.0,4.0,0.86,10.0,149682.0,-7.551,0.272,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5LiwatDL3tDY5LS3kU4d3r
0.999,0.332,164.796,0.0959,0.012,0.629,4.0,0.603,6.0,176587.0,-5.23,0.779,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0ShZidyBdeUF00b4ontvom
0.553,0.085,106.025,0.381,0.0846,0.0,4.0,0.802,10.0,163788.0,-10.356,0.538,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7H4dGa6D6rvv6VkRh5gn2I
0.892,0.0712,127.04,0.133,0.178,4.19e-05,4.0,0.761,6.0,255173.0,-5.354,0.935,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5iJfzXKvQXlYOBtEQhEmpA
0.861,0.0829,104.034,0.0323,0.0319,0.0,4.0,0.731,11.0,200373.0,-5.881,0.78,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3cfOd4CMv2snFaKAnMdnvK
0.27,0.134,74.599,0.0652,0.91,0.0,3.0,0.681,1.0,146387.0,-11.301,0.725,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5P1ZEzquxrEJDpT3EHi5pB
0.133,0.165,69.374,0.0334,0.977,9.34e-05,4.0,0.34,10.0,153464.0,-12.032,0.259,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4PzRyMERrNaXrdI0lmRMtb
0.267,0.105,126.413,0.0958,0.949,0.000174,4.0,0.66,10.0,158080.0,-8.309,0.293,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0VFmGuupmYD1xoPak8P7JD
0.273,0.1,200.382,0.214,0.784,0.0,4.0,0.646,7.0,182500.0,-14.194,0.897,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2Pn1HP6ZTVpBaew1jHcs87
0.566,0.0153,135.874,0.0991,0.386,0.0,4.0,0.658,5.0,162895.0,-7.129,0.778,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5nyARU73gaMdQPtCQdVW7x
0.297,0.103,206.567,0.369,0.882,0.0,4.0,0.608,4.0,201160.0,-9.815,0.966,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0W9T9p7CncUGDQqtPE3UNB
0.665,0.11,79.725,0.101,0.917,0.000675,4.0,0.718,8.0,159000.0,-10.369,0.751,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:628ZHvFEZSdHAbp99ghlPr
0.143,0.168,134.356,0.0609,0.889,0.0,4.0,0.753,7.0,169627.0,-16.507,0.805,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1kPvyhybeg114W9k20032n
0.295,0.304,137.604,0.108,0.936,0.0,4.0,0.621,1.0,160360.0,-14.709,0.925,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3LBc4H58fxOoiuWyaRJGzL
0.589,0.079,131.391,0.114,0.847,0.0,4.0,0.673,3.0,154267.0,-12.849,0.736,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4ihbiQXd16Z6JsoaF5B4aC
0.459,0.0778,115.04,0.0295,0.356,0.257,4.0,0.529,8.0,288680.0,-11.081,0.466,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1ZrCVOEijZ5I3WNVEHTEsq
0.663,0.152,132.77,0.0374,0.201,0.00806,4.0,0.64,0.0,140773.0,-7.516,0.663,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4BP3uh0hFLFRb5cjsgLqDh
0.961,0.338,90.015,0.0356,0.000229,3.97e-06,4.0,0.495,0.0,208227.0,-3.599,0.659,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3DcdhXDXL3HupVYxFPu7vw
0.881,0.308,98.114,0.0458,0.00554,3.44e-06,4.0,0.489,6.0,315747.0,-4.42,0.535,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1bgVqJqAruGBp7nQGOFxfU
0.85,0.109,93.659,0.0601,0.00873,0.886,3.0,0.239,11.0,251493.0,-8.514,0.0734,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5F0SoxMfLTHc5IPEE9tcZx
0.893,0.222,126.143,0.036,0.289,0.00816,4.0,0.639,9.0,351573.0,-6.509,0.966,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5jkFvD4UJrmdoezzT1FRoP
0.82,0.215,135.982,0.0356,0.0655,0.00274,4.0,0.65,5.0,215973.0,-10.9,0.757,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:623rRTKwGmgjH6sjE9uWLh
0.748,0.314,87.95,0.247,0.0316,0.0,4.0,0.447,4.0,112161.0,-7.261,0.568,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3uONXUaDHr3szyN565y02I
0.726,0.0976,139.059,0.282,0.259,0.0,4.0,0.763,1.0,126346.0,-6.405,0.349,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7floNISpH8VF4z4459Qo18
0.81,0.165,114.623,0.0288,0.00719,0.00251,4.0,0.654,4.0,200307.0,-6.26,0.661,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2MLHyLy5z5l5YRp7momlgw
0.582,0.0532,131.501,0.149,0.161,0.00147,4.0,0.688,0.0,166973.0,-10.536,0.754,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2zF7IDI6UsLXpwl3FjukPS
0.868,0.229,105.987,0.0287,1.28e-05,0.0247,4.0,0.527,2.0,174027.0,-6.136,0.643,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3xZek9XkEaX130o3XN9cvd
0.744,0.155,103.559,0.0346,0.0198,0.0081,4.0,0.7,10.0,284427.0,-8.217,0.903,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4ICKuJDY5F2XdTR4fIMA7W
0.724,0.109,110.108,0.14,0.139,0.0863,4.0,0.868,11.0,166733.0,-5.897,0.827,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1HnQcY4VmcysHIOY8zR5wF
0.892,0.0911,128.075,0.0388,0.0527,1.47e-05,4.0,0.928,9.0,192227.0,-7.782,0.989,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6nFYXpBgrNcZjbtNEuc6yR
0.955,0.218,129.992,0.0377,0.0146,0.283,4.0,0.814,1.0,197773.0,-5.905,0.963,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2RSOzvKUnfDDrb2nQPfpQU
0.692,0.0456,101.132,0.102,0.00334,2.17e-06,4.0,0.829,10.0,175693.0,-7.383,0.877,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3FltYEzrDu20qIRjj4SNvD
0.77,0.155,112.997,0.0439,0.00862,0.0315,4.0,0.891,1.0,182627.0,-6.124,0.819,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2s0ouHqJebHfiQ6C1GUFJd
0.664,0.0908,128.467,0.311,0.00471,0.0,4.0,0.933,1.0,262827.0,-11.281,0.616,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7MCNnnmwm7TXMh7xyNGohi
0.591,0.195,184.018,0.269,0.849,0.0,3.0,0.364,6.0,124067.0,-8.251,0.59,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4dx3Lqdq4WvUWx23d04tOl
0.37,0.233,146.135,0.333,0.79,0.0,4.0,0.663,10.0,57600.0,-14.1,0.865,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3FOVyUbdnNuUmjRR8mI18O
0.646,0.284,88.641,0.288,0.303,0.0,4.0,0.868,1.0,304600.0,-4.674,0.67,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ
0.701,0.196,91.664,0.0483,0.606,0.0,4.0,0.506,0.0,119267.0,-8.434,0.901,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5Fwif6oyL2EjXAFTGL909U
0.911,0.118,173.938,0.0536,0.159,4.36e-05,4.0,0.564,2.0,226293.0,-5.39,0.582,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2CYiz0Mv8FYKPw7prokwDC
0.643,0.0992,120.012,0.0888,0.00603,1.42e-06,4.0,0.879,1.0,272080.0,-3.709,0.582,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1gZ7i4qxXkHZb1r6eioaAP
0.543,0.241,106.929,0.13,0.0507,0.0,4.0,0.863,6.0,213267.0,-13.497,0.799,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6hTBP6QLwJdxbKyLlLXrGo
0.967,0.0506,132.009,0.0572,0.0226,0.00118,4.0,0.724,9.0,192587.0,-6.614,0.727,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:07ewVLyucSY9LO6h64K2uQ
0.127,0.238,62.829,0.0284,0.589,0.00017,4.0,0.538,11.0,203573.0,-16.057,0.527,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3298yRJKPcCndQdNiTZKIo
0.792,0.302,111.277,0.0264,0.0843,0.0605,4.0,0.672,2.0,260680.0,-7.033,0.683,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0A4PZuepTcIQVvA5m7R0M1
0.704,0.0765,129.997,0.109,0.184,0.127,4.0,0.791,11.0,284813.0,-3.987,0.327,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3az4KbeqXONlSc0GdORbDC
0.446,0.298,103.906,0.0416,0.265,0.0,4.0,0.401,4.0,168733.0,-9.646,0.425,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6NGe9yGadOvtx0XRePVRdo
0.797,0.0545,132.431,0.0487,0.246,0.0,4.0,0.832,9.0,205467.0,-8.194,0.961,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2dCmGcEOQrMQhMMS8Vj7Ca
0.8,0.0831,127.752,0.0286,0.119,0.0,4.0,0.701,0.0,165867.0,-2.936,0.967,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0GiWjFOVWv3mVaNCxkgqlq
0.675,0.162,103.705,0.0494,0.0671,8.76e-05,4.0,0.797,10.0,161987.0,-7.072,0.896,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7GCaZax7ExKSNYFv8eQCvL
0.933,0.0655,104.046,0.0414,0.00439,0.0,4.0,0.518,7.0,235840.0,-5.691,0.509,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3gADBuiNvtYo6Xu9cGjm5V
0.653,0.229,75.016,0.289,0.378,0.0,4.0,0.746,7.0,253107.0,-6.745,0.672,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2EEeOnHehOozLq4aS0n6SL
0.594,0.0527,173.923,0.096,0.000171,0.00178,4.0,0.376,9.0,188944.0,-6.609,0.329,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:26xcWeNjFVUzSPGgZmspKB
0.535,0.604,94.91,0.186,0.0102,0.557,4.0,0.428,0.0,415907.0,-6.381,0.318,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6m0x9E0xSWMQVkii2FWHxG
0.947,0.667,64.594,0.449,0.622,0.0,4.0,0.395,8.0,110080.0,-5.102,0.302,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:65c0WFZ8C6RWxUosvkdfzX
0.856,0.144,154.033,0.0504,0.000913,0.0,4.0,0.495,10.0,272405.0,-9.881,0.803,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7ewraUQ1M5KwLZoFnPyXZG
0.957,0.199,154.071,0.0419,0.116,0.0,4.0,0.569,0.0,250942.0,-9.433,0.702,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0gV0Ogr3400hgZrWOG7Di1
0.6,0.355,97.166,0.0406,0.939,0.288,4.0,0.404,7.0,162743.0,-7.626,0.682,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:17DteqUBu6Alp3jGWkbadK
0.276,0.484,99.561,0.0871,0.911,0.00237,4.0,0.603,4.0,125933.0,-19.238,0.86,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1PmXm1881bonBI1AlG5uaH
0.823,0.0567,140.025,0.155,0.145,0.0,4.0,0.666,9.0,134833.0,-10.167,0.893,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0trTpNYmHAK3EihaZBd2h6
0.165,0.206,135.958,0.0498,0.97,0.000117,4.0,0.588,4.0,110840.0,-20.076,0.605,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1Vchex0xowRj9k59RLvRfo
0.607,0.0711,91.189,0.0447,0.597,1.91e-06,4.0,0.73,4.0,194360.0,-6.362,0.813,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2Uu4AnnMTJpevC0IrwAuOW
0.652,0.376,119.54,0.0735,0.107,0.0,4.0,0.847,9.0,148067.0,-5.57,0.948,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0jxWlzadnSzb9f49f9jxfz
0.692,0.52,201.269,0.0825,0.3,0.0,4.0,0.555,9.0,30053.0,-4.397,0.979,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5gP9aSnGYSSAbPM8fj4UWR
0.877,0.0672,147.902,0.252,0.0109,1.2e-06,4.0,0.915,1.0,216400.0,-5.977,0.867,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7rv2yO4NDw1xaucLooqdqm
0.919,0.0452,132.596,0.0616,0.00481,0.79,4.0,0.745,6.0,185043.0,-7.996,0.743,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1iOHLlEsMbgJfYBFWy4TjG
0.711,0.0823,124.962,0.0457,0.0933,0.0309,4.0,0.634,11.0,235813.0,-6.187,0.451,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0UeYCHOETPfai02uskjJ3x
0.664,0.329,95.917,0.232,0.703,0.0,4.0,0.649,5.0,155000.0,-6.644,0.711,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3VMzQ4rh7FtfSuyjHIcuZR
0.761,0.0758,132.889,0.0687,0.0682,0.0077,4.0,0.41,4.0,510573.0,-9.453,0.391,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0YveezON7jpiaHA8fnUHxN
0.229,0.0957,74.381,0.0493,0.92,0.0612,3.0,0.122,9.0,276013.0,-11.789,0.0748,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0m5kdGuPwbTLBM3hWkLd1D
0.903,0.0406,110.478,0.0547,0.09,0.932,3.0,0.773,2.0,54360.0,-6.638,0.965,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1xOufOKaxfBlxG6l7ytHZ0
0.796,0.116,124.99,0.0467,0.066,0.0662,4.0,0.898,6.0,157800.0,-5.056,0.752,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2bGDdgjS7HYSlzpHk8ClKU
0.826,0.252,112.865,0.311,0.095,3.42e-06,4.0,0.493,9.0,189974.0,-3.106,0.75,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6R0GRYk2vs2XuBVemYK5YZ
0.952,0.0706,135.942,0.182,0.00307,0.0,4.0,0.488,7.0,182693.0,-3.843,0.376,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7m8Oe3Con71ujRIji78Ukb
0.643,0.606,104.047,0.232,0.41,0.0,4.0,0.805,10.0,196642.0,-13.912,0.927,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0hSzixwdKTfDQewDKq2cP5
0.585,0.236,174.145,0.11,0.000483,4.24e-05,4.0,0.519,1.0,77241.0,-6.226,0.578,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:69F7HX0NulVaEcq8UeEVcK
0.505,0.081,98.861,0.0734,0.0793,3.84e-05,4.0,0.943,10.0,30891.0,-12.124,0.463,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:15SgAfCwXlyxMNPFgWkAlc
0.561,0.32,120.021,0.0694,0.279,0.0,4.0,0.595,0.0,274104.0,-5.719,0.63,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0cm53Jz1z1AA7NrfN7VAk6
0.687,0.237,91.994,0.222,0.271,0.0,3.0,0.755,7.0,25260.0,-7.56,0.973,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2RYjte6fWX1JZRszMkOkD0
0.663,0.834,69.419,0.0433,0.973,0.00815,1.0,0.181,3.0,86307.0,-7.762,0.445,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:53K7pVf1g65cbOSNiJEJKt
0.552,0.0654,168.455,0.103,0.51,0.933,4.0,0.719,10.0,122877.0,-11.423,0.935,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:160xpuXDJHmG3J43h9lCLu
0.895,0.109,107.613,0.139,0.626,0.843,4.0,0.326,2.0,162387.0,-4.987,0.0679,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2IJJszwGK4NWmh3bNK6CPD
0.578,0.0626,114.157,0.0628,0.0115,0.867,1.0,0.906,11.0,195515.0,-5.241,0.507,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:59OkvZEB9zPsEa6fQL2LlZ
0.946,0.508,173.476,0.0683,0.00512,0.911,4.0,0.296,4.0,136093.0,-5.717,0.585,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1p791U7Bx5PmvCwucN4PQN
0.967,0.359,92.015,0.116,0.0542,0.175,4.0,0.682,7.0,117391.0,-2.057,0.61,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:2xPpFvPTAZFL058D6aJ6pM
0.906,0.0803,95.3,0.195,0.0279,0.0,4.0,0.916,3.0,161507.0,-2.494,0.291,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4LwU4Vp6od3Sb08CsP99GC
0.76,0.0519,95.62,0.0343,0.477,0.755,4.0,0.443,0.0,167533.0,-6.346,0.494,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:60kXdgdz1PRqbNQIAEU6s9
0.477,0.336,130.078,0.0664,0.000131,0.000664,4.0,0.885,6.0,346840.0,-9.196,0.691,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4c0rkFPszqQTyC753tsCMU
0.808,0.0936,125.99,0.0526,0.0166,0.546,4.0,0.921,2.0,192747.0,-2.119,0.931,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0pqCMHN3IVkBDlWAg0kiVa
0.798,0.0962,135.217,0.045,0.00202,0.909,4.0,0.566,9.0,284453.0,-10.753,0.187,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4ilpZCh2AhKezBwHV0fWcw
0.655,0.0311,122.236,0.0474,0.167,0.0409,4.0,0.789,2.0,254000.0,-14.825,0.865,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3FdHgoJbH3DXNtGLh56pFu
0.8,0.0594,209.767,0.105,0.00294,0.0,4.0,0.233,7.0,158413.0,-5.543,0.564,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7CMIy0uwXyeBv2MvaEUJM1
0.0315,0.0987,120.57,0.0372,0.898,0.569,4.0,0.238,2.0,168667.0,-20.556,0.368,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:43S1l614pzr2EtxIknjYFl
0.893,0.112,134.53,0.0371,0.0332,4.12e-06,4.0,0.594,9.0,212827.0,-4.217,0.678,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:54BQrqQXbvs7qpEkRtJLFA
0.517,0.0864,133.148,0.0875,0.00456,0.000339,4.0,0.867,11.0,257360.0,-13.222,0.866,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1B75hgRqe7A4fwee3g3Wmu
0.93,0.92,136.014,0.0405,0.145,0.338,4.0,0.729,6.0,212867.0,-7.96,0.965,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5pP3RGiUtFVZlWotyJb9Ei
0.721,0.0422,103.018,0.0908,0.422,4.36e-05,4.0,0.927,8.0,249382.0,-12.561,0.965,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:4oaj36KzXRgDg4McgcTsZK
0.784,0.101,124.913,0.0983,0.0752,0.0,4.0,0.795,5.0,50613.0,-5.933,0.9,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5U4wYRHrCRxRP6iQfM824C
0.731,0.253,116.66,0.0536,0.0181,0.00952,4.0,0.775,0.0,198066.0,-8.715,0.558,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7cv28LXcjAC3GsXbUvXKbX
0.443,0.354,93.755,0.775,0.959,0.869,4.0,0.756,5.0,27200.0,-16.424,0.991,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:74asF5hV7yPzaP1h6wVz1R
0.63,0.0994,122.458,0.0575,0.000547,0.616,4.0,0.906,0.0,239253.0,-8.071,0.342,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:7723JnKU2R15Iv4T7OJrly
0.272,0.362,108.274,0.494,0.818,9.67e-05,3.0,0.707,7.0,114958.0,-10.7,0.985,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:79VupVk4BWNqYcfXe5oVOh
0.574,0.0607,81.548,0.0421,0.272,0.0,4.0,0.62,0.0,231333.0,-11.893,0.9,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:0ikz6tENMONtK6qGkOrU3c
0.942,0.233,136.035,0.0466,0.0839,7.85e-05,4.0,0.873,0.0,186560.0,-6.398,0.97,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1li2UA33w6LQcVXt4Di5UA
0.659,0.0473,102.067,0.115,0.0359,0.0,4.0,0.855,9.0,221573.0,-3.441,0.731,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:1tc6RFcNQk2mQ0c0ZdiEBW
0.508,0.367,140.878,0.0491,0.275,0.891,4.0,0.59,0.0,149120.0,-7.997,0.761,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:6A3pJMpqcz3maI3H0yBLC9
0.513,0.107,102.017,0.347,0.00112,0.00248,4.0,0.933,7.0,179160.0,-13.203,0.595,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5Y78yINSOCW6xbOfGWNBg4
0.868,0.0619,162.822,0.0385,0.449,0.814,4.0,0.74,0.0,117000.0,-8.535,0.982,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:5EFDXorJyUp61D2ZGpmsJz
0.846,0.133,90.032,0.0469,0.722,2.02e-06,4.0,0.657,0.0,288247.0,-9.518,0.901,alexeifloyd-3mfgCYESAj3XlbCi8zBcJV,spotify:track:3sJ1HwrSpTVosPhJHFbRLK
