energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.62,0.0559,167.141,0.0648,0.0379,1.19e-06,4,0.543,8,290960,-10.629,0.607,1,audio_features,spotify:track:0jHkgTtTaqg5LNCiYDQPUB
0.53,0.06,124.392,0.0601,0.41,7.43e-05,4,0.683,2,162653,-8.542,0.579,1,audio_features,spotify:track:0oCT5rVvMdPPUm0bxG7yzT
0.799,0.0844,133.731,0.0501,0.0706,0.0,4,0.654,0,199733,-6.92,0.755,1,audio_features,spotify:track:3Kr9P2blunzFYEKQygbOoP
0.509,0.144,138.317,0.0628,0.6,0.0,4,0.527,7,515867,-10.893,0.497,1,audio_features,spotify:track:2QgWuCtBpNIpl5trmKCxRf
0.751,0.102,109.099,0.146,0.0618,0.0,4,0.569,1,230107,-9.16,0.768,1,audio_features,spotify:track:4BpPvEi38kvfLKA1qBBX5J
0.658,0.158,112.107,0.0269,0.0176,0.000352,4,0.724,2,329147,-9.209,0.865,0,audio_features,spotify:track:42GthmiW6mIvcyaJHdMk30
0.784,0.0421,126.459,0.0611,0.0527,0.0,4,0.75,6,283827,-11.269,0.738,1,audio_features,spotify:track:1itIRmnzXMhqzDeQofMoxT
0.508,0.132,118.753,0.0395,0.000538,0.00205,4,0.467,11,234053,-13.048,0.772,0,audio_features,spotify:track:1oojGBUxbMSrvrBnQ1DaBc
0.409,0.101,104.271,0.0273,0.157,9.28e-05,4,0.508,11,235666,-11.184,0.33,1,audio_features,spotify:track:5pG2aumkvDvvdOoVbMobAU
0.556,0.0726,140.543,0.0622,0.559,0.00281,4,0.594,5,228867,-11.679,0.623,1,audio_features,spotify:track:39OPZvxdhToddt29z55Ukv
0.591,0.113,156.584,0.103,0.0565,0.0,4,0.644,5,213600,-10.452,0.531,0,audio_features,spotify:track:5XguLH3qJiYb4pHUnNVrIT
0.479,0.291,152.563,0.0632,0.093,0.000158,4,0.356,7,194827,-11.513,0.208,1,audio_features,spotify:track:2TEW9YkQDKRHUxCHbEn0Gk
0.715,0.547,92.978,0.0315,0.207,0.000118,4,0.757,0,210707,-5.356,0.892,0,audio_features,spotify:track:7KIfxh9R4sxkPkn19ikdGd
0.694,0.148,99.039,0.027,0.257,0.0,4,0.689,6,213307,-5.83,0.482,0,audio_features,spotify:track:47BBI51FKFwOMlIiX6m8ya
0.214,0.0839,66.98,0.0356,0.844,5.3e-06,4,0.306,4,271093,-12.518,0.108,1,audio_features,spotify:track:4eHbdreAnSOrDDsFfc4Fpm
0.527,0.156,128.033,0.0292,0.0598,0.947,4,0.592,5,188555,-9.926,0.576,1,audio_features,spotify:track:0mdtYfR8hE1Eb6hwLMJWRX
0.907,0.381,144.979,0.0494,0.122,0.0,4,0.538,7,196827,-3.743,0.562,0,audio_features,spotify:track:6xG2ZGudUgtV235xvDlSEt
0.433,0.273,79.952,0.0412,0.934,0.811,4,0.44,2,254360,-17.453,0.216,0,audio_features,spotify:track:0z1TtwvJ9UMkLaNhitI0wQ
0.837,0.839,126.342,0.375,0.00427,0.00114,4,0.597,10,171360,-6.518,0.447,1,audio_features,spotify:track:65Wn0KpbPXTVLNQNEMtK1j
0.902,0.0796,94.503,0.0631,0.172,0.0,4,0.656,4,176480,-4.207,0.591,0,audio_features,spotify:track:0Z27xVPEXEnh3LdvqGgteO
0.621,0.162,81.946,0.25,0.0802,0.0,4,0.697,9,193296,-6.886,0.721,0,audio_features,spotify:track:2sLwPnIP3CUVmIuHranJZU
0.658,0.102,130.276,0.0661,0.195,0.0,4,0.435,8,269787,-8.179,0.184,1,audio_features,spotify:track:5prTs2HAw2G4idHZyeFp8o
0.749,0.545,119.961,0.0444,0.00226,0.509,4,0.47,10,64250,-10.088,0.715,1,audio_features,spotify:track:0YcHWrfDttIVmX6CwKe9wt
0.8,0.113,112.055,0.0572,0.372,0.00553,4,0.638,7,251489,-12.077,0.569,1,audio_features,spotify:track:4RvWPyQ5RL0ao9LPZeSouE
0.629,0.271,153.119,0.0363,0.128,0.0,4,0.574,2,300107,-8.815,0.786,0,audio_features,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY
0.484,0.177,85.518,0.0726,0.0706,0.0,4,0.779,10,236093,-6.585,0.761,0,audio_features,spotify:track:7hpGGPTNTgdmyjtudEmLfX
0.662,0.248,121.154,0.0333,0.165,0.0,4,0.383,2,298760,-5.162,0.138,1,audio_features,spotify:track:225xvV8r1yKMHErSWivnow
0.525,0.296,130.218,0.0344,0.126,0.0,4,0.677,4,255093,-6.429,0.664,1,audio_features,spotify:track:2OeSwSbwlmn9u8SsutfxPO
0.86,0.0728,158.533,0.0389,0.0034,0.0229,4,0.506,10,333507,-9.586,0.895,0,audio_features,spotify:track:7u9Vkw4xWtGNjao5uz3fJV
0.626,0.244,92.351,0.0618,0.647,0.0,4,0.593,5,128280,-8.93,0.877,1,audio_features,spotify:track:2PQxqXhXOmHDgB10qHTRAG
0.92,0.0907,144.009,0.0331,0.000472,0.687,4,0.493,10,184000,-6.39,0.804,0,audio_features,spotify:track:0fkgNje097R3eszeV59iTI
0.496,0.0449,138.791,0.0597,0.501,3.07e-06,4,0.834,0,276493,-13.653,0.944,1,audio_features,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ
0.825,0.152,129.168,0.0324,0.355,0.000932,4,0.621,7,148093,-6.005,0.886,1,audio_features,spotify:track:4njseCGxWeZUksjhrqkleT
0.573,0.114,76.193,0.0275,0.578,3.05e-06,4,0.457,5,238560,-3.866,0.0992,0,audio_features,spotify:track:3TCauNPqFiniaYHBvEVoHG
0.946,0.368,185.967,0.36,0.158,0.0,4,0.536,5,286267,-3.002,0.779,0,audio_features,spotify:track:6RUpJeXT6U4SPEafnr9Wr7
0.98,0.084,136.087,0.0469,0.169,0.982,4,0.539,11,225373,-8.18,0.522,0,audio_features,spotify:track:24CXuh2WNpgeSYUOvz14jk
0.68,0.107,125.038,0.0283,0.0839,0.0,4,0.655,5,251681,-5.378,0.307,1,audio_features,spotify:track:2Chp7k576d36E8BsrnQThB
