energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.363,0.0739,97.188,0.0394,0.59,0.000412,4,0.709,7,148000,-9.718,0.758,0,audio_features,spotify:track:3OuFCn8pdvmvBz1LGyj8Rp
0.118,0.11,73.452,0.0313,0.647,0.169,4,0.44,3,229907,-15.453,0.287,1,audio_features,spotify:track:3QGvm3jsfXv3kMFCfmWbLq
0.713,0.0571,102.154,0.107,0.636,0.000162,4,0.574,3,136360,-9.103,0.897,0,audio_features,spotify:track:1dAYyYAsIL3cKYqYiKzckI
0.389,0.0727,168.564,0.0421,0.725,5.06e-05,4,0.398,10,232560,-10.633,0.635,1,audio_features,spotify:track:5oxB98puJVgQ0Yt0FqNhn7
0.0939,0.114,78.841,0.03,0.826,0.726,4,0.523,0,212467,-12.604,0.179,0,audio_features,spotify:track:1iTdc2bjDaGMZcXcEe9Q5U
0.405,0.129,160.328,0.0352,0.55,0.00225,4,0.481,8,232373,-8.609,0.924,1,audio_features,spotify:track:6cd39iVCzv4XkOizm7vwi4
0.46,0.0669,80.688,0.0314,0.695,0.121,4,0.513,1,189560,-8.544,0.598,1,audio_features,spotify:track:53llw8Y3aQooygpYKI6n7k
0.119,0.116,59.304,0.0324,0.957,0.72,4,0.333,0,219867,-14.393,0.226,1,audio_features,spotify:track:6N6zArRjHwT4xMpvX2OYTR
0.0731,0.0784,79.691,0.0348,0.956,0.941,4,0.397,7,182173,-18.661,0.355,1,audio_features,spotify:track:1D2zR5jeKEU9rOEiQb16OJ
0.435,0.0857,83.921,0.0365,0.366,0.024,4,0.59,9,422293,-11.713,0.684,0,audio_features,spotify:track:1XgS7C9M2c7TZHsfUHehbJ
0.146,0.13,73.987,0.0349,0.94,0.604,4,0.214,2,218040,-13.276,0.111,0,audio_features,spotify:track:0aPVhRtIEJsBmakuU4uYxk
0.17,0.192,81.6,0.0306,0.977,0.911,4,0.424,8,229560,-14.036,0.492,0,audio_features,spotify:track:7KVxB98wXjvefEgxF7F0nJ
0.311,0.334,76.471,0.0589,0.713,4.81e-06,4,0.544,8,201333,-12.27,0.702,1,audio_features,spotify:track:5WwYZkdqHaoD2qs5natTim
0.694,0.0722,123.89,0.0641,0.727,0.0466,4,0.518,8,162573,-8.395,0.764,1,audio_features,spotify:track:3ajPwpxUXDbaKtmwJu8Y2k
0.318,0.0656,155.053,0.0396,0.692,0.000581,4,0.527,7,257613,-11.0,0.643,0,audio_features,spotify:track:34aHcZill8EHXSwbwRD4dg
0.0914,0.11,145.795,0.0291,0.933,0.383,4,0.261,10,201200,-15.681,0.127,1,audio_features,spotify:track:7mklf9tTmQQ7e9BP9fj8Ay
0.554,0.791,67.094,0.378,0.81,0.857,4,0.448,2,239827,-12.969,0.327,0,audio_features,spotify:track:1PCDJec1dn52oN7uapLhat
0.618,0.709,134.081,0.122,0.425,0.71,4,0.482,7,177600,-15.145,0.573,1,audio_features,spotify:track:1ijuJ6AY3RjOzpXyrualgk
0.773,0.889,157.153,0.387,0.715,0.06,4,0.333,7,202573,-14.246,0.439,0,audio_features,spotify:track:2UnWUlzi54iWkv1M1jVk2H
0.467,0.393,139.025,0.116,0.819,0.326,4,0.418,10,732933,-17.929,0.293,1,audio_features,spotify:track:6IAsrqi1452Z0WYOn1e0wb
0.474,0.741,91.282,0.0527,0.921,0.741,3,0.372,5,405400,-13.018,0.532,0,audio_features,spotify:track:4pdwKg3ICCSpYGhiFCOsF1
0.262,0.119,171.254,0.03,0.892,6.35e-05,5,0.167,6,297093,-9.542,0.0828,0,audio_features,spotify:track:6ojMugRyzh3US4se7esA7Z
0.328,0.323,87.336,0.0316,0.856,3.62e-06,4,0.182,10,195467,-6.995,0.132,1,audio_features,spotify:track:3knWmGz0mtPcmB1OooP9SN
0.274,0.0931,124.863,0.0319,0.667,2.06e-05,4,0.306,0,162013,-11.412,0.289,1,audio_features,spotify:track:3zvaJgSPDEMGbYL2t01Kwp
0.0491,0.155,78.845,0.0474,0.981,9e-06,5,0.441,7,93867,-23.339,0.287,1,audio_features,spotify:track:34AI0Fc8lPebDpAH8shJ1P
0.266,0.108,114.201,0.0316,0.915,0.0,4,0.723,10,161933,-9.653,0.568,1,audio_features,spotify:track:1KN455WoQJYm2atPm6KHh5
0.13,0.102,114.021,0.0393,0.985,0.0,4,0.756,10,165133,-13.942,0.437,1,audio_features,spotify:track:4wDaoYE8U94TgCd9Rj07r1
0.376,0.0627,124.118,0.212,0.935,0.0,4,0.654,10,197693,-9.746,0.914,1,audio_features,spotify:track:7Cr8tXYeZ6z2Ljaeau7ADe
0.424,0.16,77.549,0.0665,0.91,8.12e-05,4,0.574,8,176107,-9.466,0.633,1,audio_features,spotify:track:5JdjEWNyPzCnaBLpjAcsqE
0.117,0.12,94.692,0.0359,0.993,0.0149,4,0.366,0,149467,-14.55,0.269,1,audio_features,spotify:track:0C2xWxzO2EqNW43s31R7CK
0.224,0.137,116.862,0.0411,0.954,0.0,4,0.736,0,162533,-12.238,0.593,1,audio_features,spotify:track:7nMJNUEGD7noSw3tsUsVn4
0.138,0.192,70.595,0.0387,0.989,8.81e-05,4,0.434,0,197067,-11.997,0.376,1,audio_features,spotify:track:3JnKSZtnQpClrV24KiXxlu
0.271,0.069,111.6,0.176,0.965,0.0,4,0.705,7,198427,-9.461,0.631,0,audio_features,spotify:track:0FKwcDm5U9qMoxsAEAPqde
